"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"IGKV2-24",1.7567312236409,8.26017296771896,5.57310216230556,8.25736300266103e-08,1.37673262616988e-06,7.56107452109901,"Upregulated"
"IGLL5",1.06699193656128,8.2963468842294,5.57248117015281,8.28278970093916e-08,1.37876483507241e-06,7.55812802596099,"Upregulated"
"NR4A2",1.30427889883556,7.83125369348855,5.56585903020028,8.55873083259763e-08,1.41633877092216e-06,7.52672188035821,"Upregulated"
"IL1R1",1.13084695077929,8.48938212681296,5.56467084787899,8.60918197121401e-08,1.41910047759157e-06,7.52108965653764,"Upregulated"
"SPARCL1",1.21673764575449,9.1346059286349,5.56463702934162,8.61062217093307e-08,1.41910047759157e-06,7.52092936253398,"Upregulated"
"CXCL9",1.88112885461348,8.15935055422734,5.54470029135314,9.50186934658445e-08,1.5259700990705e-06,7.42655502480405,"Upregulated"
"MMP2",1.40854824181421,9.43638753208101,5.54028103640947,9.71128435358471e-08,1.5524485088908e-06,7.40566876202557,"Upregulated"
"LOXL2",1.08594301869288,8.31290228806757,5.51764137520938,1.08567361047319e-07,1.71154259633713e-06,7.29885830345802,"Upregulated"
"C1S",1.25470665618244,9.16218789867354,5.50600657735631,1.14956181830184e-07,1.80371938403463e-06,7.24409041012717,"Upregulated"
"ANXA1",1.58256301999974,10.99613545136,5.4977381279383,1.1971783289936e-07,1.86524492537584e-06,7.20521976549627,"Upregulated"
"GJA1",1.17663368926266,7.75327885010862,5.49729077377967,1.19980867613719e-07,1.86788608707437e-06,7.20311792755828,"Upregulated"
"SLC2A3",1.3379639992114,8.48901586531255,5.49588310711773,1.2081222697052e-07,1.87790149533787e-06,7.19650499136324,"Upregulated"
"TNC",1.71994147284291,8.97251664472681,5.4919542694933,1.23162399329428e-07,1.9099734194146e-06,7.17805461035251,"Upregulated"
"SELE",1.82374514276157,6.7255518552004,5.47159312604143,1.36074437344523e-07,2.07160885024353e-06,7.08258960643884,"Upregulated"
"HGF",1.25416444187967,6.48960632727075,5.4711889753665,1.36343639322764e-07,2.07254783244512e-06,7.08069732446619,"Upregulated"
"TNIP3",2.48102035727115,7.28696273734111,5.45638229475213,1.46572238398787e-07,2.18970373206983e-06,7.01144095548486,"Upregulated"
"SRGN",1.25532335898087,10.4444577672622,5.45183286841486,1.49862551756611e-07,2.22719836963285e-06,6.99018910305711,"Upregulated"
