"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"TREH",-1.20502619356689,7.19507604766997,-3.1231824820004,0.00206200788926007,0.00705974384300319,-1.9737515935861,"Downregulated"
"ALPI",-1.07582036081162,8.91835428178861,-3.0494085430145,0.00261194664183377,0.00861334360640379,-2.18841116368176,"Downregulated"
"FABP2",-1.22303541039177,9.22249078576496,-3.04652415849076,0.0026359705262884,0.0086783912177169,-2.19670936899561,"Downregulated"
"TM6SF2",-1.28806256845889,8.91665433443134,-2.95962105489865,0.0034625231804897,0.0109275459009482,-2.44337358478836,"Downregulated"
"AGMO",-1.26030417282636,6.3648256282125,-2.91430199491588,0.00398223248522674,0.0122900357941778,-2.56942228991278,"Downregulated"
"NTS",-1.68494191648827,6.32841605021501,-2.90538854196244,0.00409249312757081,0.0125643187411773,-2.59400446545538,"Downregulated"
"SLC5A9",-1.13737913334563,7.30107866117949,-2.87248032101438,0.0045241852080206,0.0136257652812128,-2.68416353950808,"Downregulated"
"GSTA1",-1.49886084149115,7.73310088023572,-2.85365434971789,0.00478945458965397,0.0142804248356096,-2.73531760162146,"Downregulated"
"GPR15LG",-1.25551660785313,9.94370532350435,-2.81093502953015,0.00544477218330989,0.0158695286136629,-2.85024788571094,"Downregulated"
"APOC3",-1.28300198116001,7.61028823610658,-2.77748932625958,0.00601365203731108,0.0172383303377227,-2.93911445030515,"Downregulated"
"GCNT4",-1.19798292294933,6.90051453355991,-2.77239949165382,0.00610480715881938,0.0174495446751944,-2.95255233947337,"Downregulated"
"BTNL3",-1.05746883399062,9.29028787753981,-2.75261752509313,0.00647111740113354,0.0183157289174212,-3.0045634511924,"Downregulated"
"ABCC2",-1.14243187471065,6.96225311841042,-2.73140632602119,0.00688593169592397,0.0192983863749664,-3.05994991951929,"Downregulated"
"OTC",-1.1779028679013,7.15477938733845,-2.47381517582518,0.0142238434392847,0.0352884174458169,-3.70072164177059,"Downregulated"
"SLC7A9",-1.26764838139232,7.92069771513839,-2.45898469544154,0.014806156077582,0.0364452792721542,-3.73580740905583,"Downregulated"
"DPEP1",-1.32487378915087,9.09072772944672,-2.44440510305436,0.0153991564150561,0.0376498594912994,-3.77010653081504,"Downregulated"
